id	concatena	primo_cognome	secondo_cognome	terzo_cognome	primo_nome	secondo_nome	terzo_nome	sesso	luogo_di_nascita	data_di_nascita	luogo_di_morte	data_di_morte	facolta	corso	insegnamenti	inizio_carriera_accademica	fine_carriera_accademica	biografia	ambiti_di_ricerca	carriera_extra_acc	riferimenti_bibliografici	riferimenti_archivistici	docente	rettore	inizio_mandato	fine_mandato	docente_illustre	laureato_ad_honorem	prima_donna_docente	autore	revisore
364	TridondaniEnrico	Tridondani			Enrico			M	Suna	1868-01-31	Suna 	1927-01-19	Medicina e Chirurgia		Ostetricia e Clinica ostetrica			"Nel 1892 si laureò in medicina all`Università di Pavia. Due anni dopo divenne 2° assistente di Luigi Mangiagalli presso la Clinica Ostetrica dello stesso ateneo.
Il 18 maggio 1898 ottene la libera docenza in ostetricia.
Durante l’anno accademico 1902-1903 fu direttore supplente della Clinica Ostetricia di Pavia, il 7 febbraio dell`anno seguente accettò la direzione della Clinica Ostetricia dell`Università di Cagliari. Colpito da una grave malattia nervosa,l'insegnamento dell'Ostetricia venne, dal 1904-05, tenuto dal professore Perroni e l`inizio del 1907 Tridondani fu costretto ad abbandonare Cagliari, rinunciando a ogni impegno didattico e professionale; ritiratosi nella natia Suna, nel 1927 morì nel più assoluto oblio. Ampia la sua produzione scientifica, soprattutto in considerazione della sua giovane età: scrisse numerosi articoli per la rivista Annali di Ostetricia e Ginecologia, ed insieme al Cuzzi la voce -utero- dell`Enciclopedia Medica Italiana.Fu Direttore della Scuola di Ostetricia cagliaritana."	"Le inalazioni di ossigeno nelle malattie del ricambio materiale. — Comunicazione alla Soc. med. di Pavia. Tip. Bizzont, 1892.
— Una rara causa di provocazione di aborto. — Gazz. med. di Pavia, 1892.
— Anatomia e patologia dell'utero. — Enciclop. med. Vallardi, Milano, 1894 (in colloboraziône col prof. Guzzi).
— Tre gravidanze, normali dopo nefrectomia. -— Annali di ost. e gin., Luglio 1896.
— La diagnosi di sede dell'inserzione placentare« — Annali di ost. e gin., N. 6, 1897.
— Tachicardia e midriasi unilaterale post-laparotomiche. — Annali di ost. e gin., N. 7, 1897.
— Diagnosi di morte del prodotto del concepimento. — Tesi di lib. doc. Annali di ost. e gin., 1898.
— Significato di alcune intime modificazioni del colostro in gravidanza. — Bollettino della Soc. med. di Pama, 1898.
— Contributo allo studio deli'istogenesi e patogenesi dei miomi uterini — Annali di ost. e gin., N. 5, 1899.
— L'eccitabilità riflessa e l'eccitabilità elettrica in gravidanza. — Annali dì ost. e gin., N. 3, 1900.
— Contributo clinico ed anatomopatologico allo studio deifibromi cervicali. — Annali di ost. e gin., Luglio 1900.
— Di un parto serotino. — L'Arte Ostetrica, Agosto 1900.
— Intorno a dieci casi di anchilostomiasi in gravidanza. —
Annali di ost. e gin., Dicembre 1900.Diagnosi e trattamento della gravidanza extrauterina. L'Arte Ostetrica, Milano 1900.
— Osservazioni sfigmografiche nell'eclampsia — Annali di ost. e gin., Gennaio 1901.
— La coniugata vera in rapporto con l'altezza sacrale. — Annali di ost. e gin, Giugno 1901.
— Nuove osservazioni sfigmografiche nell'eclampsia. — Atti dell'8.a
- riunione della Soc. Mah ' di bst. e gin., Ottobre 1901.
— Sul valore pratico del sintomo di Hégar. — L'Arte Ostetrica, Ottobre 1901.
— Contributo allo studio dei bacini da assimilazione. — Annali di ost. e gin., Gennaio 1902.
— Il peso specifico del sangue materno e suoi rapporti con lo sviluppo e col sesso del feto. —7 Annali di ost. e gin., Maggio 1902.
— Lesioni craniche fetali da distocia e loro conseguenze. —Bollettino della Soc. med. chir. di Pavia, 1902.
— Vizii pelvici da paralisi infantile. Annali di ost. e gin:,Settembre 1902.
— Modificazioni del campo visivo nelle gestanti. — Atti del IV congresso internazionale di ginecologia, Roma, 1902.
— Di un nuovo perforatore cranico. — Annali di ost. e gin., Aprile 1903.
— Note anatomiche ed etiologiche intorno a cisti dermoidi e cisti sierose insieme combinate. — Annali id., Giugno 1903.
— Splenomegalia complicante la gravidanza e il parto. — Annali id., Novembre-Dicembre 1903.
— Un segno certo di gravidanza gemellare. — L'Arte Ostetrica. — Settembre 1903.
— Rendiconto sommario della Clinica Ostetrico-Ginecologica di Pavia per Tanno 1902-1003 — Pavia — Tipografia cooperativa — 1903J
— Della sterilità nella donna e sua cura chirurgica "	libero docente d'ostetricia nella Regia Università di Pavia; 	Annuario 1903-04; Porro Alessandro, Un allievo di Alessandro Cuzzi: Enrico Tridondani (1868-1927), in Medici e Medicina nell`età del Risorgimento sul Lago Maggiore, Alberti Libraio Editore, Verbania 2004, pp. 139-149 ; Annuario 1904-05; 		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
365	FerroniErsilio	Ferroni			Ersilio			M	Catania				Medicina e Chirurgia		Ostetricia e Clinica ostetrica e ginecologica			e Direttore della Scuola di Ostetricia			Annuario 1904-05		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
366	FoderàFilippoArturo	Foderà			Filippo	Arturo		M	Palermo				Medicina e Chirurgia		Materia medica e Farmacologia sperimentale			Materia medica e Farmacologia sperimentale (straordinario stabile) e insegnante presso la scuola di Farmacia		Dottore in Medicina e Scienze naturali, corrispondente dell'Istituto Egiziano, membro della Regia Accademia di Scienze e lettere, della Regia Accademia delle Scienze Mediche e della Società di Scienze naturali di Palermo	Annuario 1905-06		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
367	SacerdottiCesare	Sacerdotti			Cesare			M	Bozzolo	1861-04-15			Medicina e Chirurgia		Patologia generale			Nato nel 1861 a Mantova, nel 1892 si laureò in Medicina con Camillo Golgi a Pavia, dove era allievo del collegio Ghisleri, e insegnò Patologia generale in vari atenei tra cui Mantova, Cagliari, Siena e Pisa. Scrisse un importante manuale di Patologia generale edito da Utet nel 1931. Dall’ottobre del 1910 al febbraio del 1912 fu preside della Facoltà di Medicina dell’Università di Cagliari, di cui fu rettore nel biennio 1911-12. I suoi molteplici interessi di studio si indirizzarono su diversi campi: istologia normale e patologica, fisiopatologia, batteriologia e immunologia. In seguito all’emanazione delle leggi razziali perse la sua cattedra di Patologia generale all’Università di Pisa e venne messo a riposo. Morì a Firenze nel novembre del 1953.		socio della Regia Accademia di Medicina di Torino;	Annuario 1905-06; Annuario 1909-10		sì	no			no	no	no	Laura Cogoni; Gianluca Scroccu; Eleonora Todde	Eleonora Todde
368	ColombiniPio	Colombini			Pio			M	Montalcino	1865-08-22		1935-07-07	Medicina e Chirurgia		Dermosifilopatia e Clinica dermosifilopatica	1905	1911	Nato a Montalcino, in provincia di Siena, nel 1865, dopo gli studi ginnasiali e liceali si laureò in Medicina all’Università di Siena nel 1890, manifestando un interesse specifico per la Clinica dermosifilopatica, disciplina in cui ottenne la libera docenza nel 1895. Nel mese di dicembre del 1898 venne chiamato come professore straordinario all’Università di Sassari, dove contribuì a fondare l’insegnamento della disciplina e diede un contributo fondamentale agli studi sulla malattia della pelle. Nel dicembre del 1905 risultò vincitore di concorso presso l’Università di Cagliari, dove nel mese di giugno di due anni dopo divenne ordinario della sua disciplina. Durante gli anni cagliaritani svolse ricerche importanti in merito alla diffusione della lebbra in Sardegna, come testimonia il suo lavoro con Alberto Serra dal titolo La lepra in Sardegna, presentato nel 1909 alla “International Leprosy Congress” di Bergen, in Norvegia, pubblicato poi nel 1912. Durante la sua permanenza nell’isola si dedicò anche ad altre sue passioni culturali come la Storia dell’arte e delle Tradizioni popolari, di cui sono testimonianza i suoi lasciti al Museo del costume di Nuoro, tra cui 1800 cartoline dove sono rappresentate immagini di città e paesi, costumi e mezzi di trasporto presenti in Sardegna tra la seconda metà dell’800 e i primi anni del ’900. Dagli inizi del 1912 fu chiamato all’Università di Modena dove occupò la cattedra di Dermofilopatia sino al suo decesso. Ebbe un ruolo importante nella Commissione tecnica istituita per lo studio della lebbra in Italia e diede un contributo importante negli anni della Grande Guerra all’ospedale della Croce Rossa italiana di Modena, specializzato nella cura delle patologie e delle ferite dei soldati al fronte. Da rettore fu molto vicino agli studenti e al personale del suo ateneo chiamato alle armi, svolgendo una fervente attività di sollecitazione patriottica all’interno dell’università durante gli anni del primo conflitto mondiale. Si adoperò per rendere più efficiente la macchina amministrativa dell’ateneo e per venire incontro alle esigenze degli studenti, a partire dall’istituzione della mensa universitaria e della casa dello studente, opere all’avanguardia in Italia. Socio delle più prestigiose società dermatologiche internazionali, fu nominato rettore anche a Modena nell’autunno del 1916, dove tenne la carica sino al 1932, morendo tre anni dopo nel suo paese natale il 7 luglio del 1935. Durante la sua carriera scientifica prestò molta attenzione anche alla storia, specie dell’università, svolgendo un ruolo importante nella conservazione dei documenti archivistici relativi all’ateneo modenese.	 I suoi lavori scientifici si concentrarono tanto sugli aspetti clinici che su quelli terapeutici, con particolare attenzione alla dermatologia e alla venereologia. In particolare, tra i suoi studi sull’ulcera venerea si possono ricordare due lavori fondamentali come Sulla patogenesi del bubbone venereo, ricerche sperimentali, in Atti della R. Acc. dei Fisiocritici di Siena, s. 4, VIII (1897), pp. 475-547; Studio batteriologico sulla linfangite da ulcera venerea, Siena 1907.	membro corrispondentedella Regia Accademia dei Fisiocritici in Siena, della Wiener Dermatologische Gesellschaft, della Société Française de Dermatologie et de Syphiligraphie; membro della Société internat. de Prophylaxie sanitaire et morale à Bruxelles, della Società italiana di Dermatologia e Sifilografia; della Società Italiana per il Progresso delle Scienze, della Associazione Medica Italiana d'Idrologia, Climatologia e Terapia fisica etc;	Annuario 1905-06; Annuario 1909-10		sì	no			no	no	no	Laura Cogoni; Gianluca Scroccu; Eleonora Todde	Eleonora Todde
369	TrainaRosario	Traina			Rosario			M	Palermo				Medicina e Chirurgia		Anatomia patologica						Annuario 1905-06		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
370	TarozziGiulio	Tarozzi			Giulio			M	Torino				Medicina e Chirurgia		Anatomia patologica						Annuario 1906-07; Annuario 1909-10		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
371	DonaggioArturo	Donaggio			Arturo			M	Falconara Marittima				Medicina e Chirurgia		Clinica delle malattie nervose e mentali			Clinica delle malattie nervose e mentali (straordinario)		membro della Società Freniatrica italiana, della Società italiana di patologia e della Unione Zoologica	Annuario 1906-07		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
372	GuicciardiGiuseppe	Guicciardi			Giuseppe			M	Sondrio				Medicina e Chirurgia		Ostetricia e Clinica ostetrica e ginecologica			Ostetricia e Clinica ostetrica e ginecologica incaricato. Direttore della Scuola di Ostetricia 1906-08			Annuario 1906-07		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
373	DesogusRoberto	Desogus			Roberto			M	Cagliari				Medicina e Chirurgia		Oculistica generale e Diagnosi delle malattie oculari			Oculistica generale e Diagnosi delle malattie oculari (libero docente); poi incaricato di Oftalmoiatria e Clinica oculistica (libero docente - Decreto Regio di abilitazione 18 gennaio 1905)			Annuario 1906-07; 1907-08		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
374	BarragoOliviero	Barrago			Oliviero			M					Medicina e Chirurgia		Oto-rinoiatria			Oto-rinojatria (libero docente di Rinoiatria e Otoiatria - Decreto Regio di abilitazione 24 giugno 1901).			Annuario 1906-07		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
375	BettiMario	Betti			Mario			M	Bagni di Lucca	1875-03-21	Bologna	1942-05-13	Medicina e Chirurgia; Scienze fisiche, matematiche e naturali; Farmacia		Chimica Farmaceutica e tossicologia; Chimica fisica	1908	1910	Mario Betti nacque a Bagni di Lucca il 21 marzo 1875 da Adelson e Dalmansina Amadei. Proveniente da una famiglia di farmacisti che aveva esercitato questa professione fin dagli inizi del sec. XVIII, nel 1892  Betti si iscrisse al corso di diploma in Farmacia nell'università di Pisa, ma un anno dopo passò a quello di laurea in Chimica e Farmacia, rinunciando così a proseguire la professione patema. Nel 1897 si laureò a Pisa e vi rimase come assistente per un anno. In questo anno di assistentato nell'Istituto di chimica diretto da P. Tassinari, lavorò infatti al fianco di R. Schiff, impegnandosi in ricerche di chimica organica sugli eterociclici pentaatomici. Nel 1898 divenne assistente presso la cattedra di Chimica Generale dell'Istituto chimico dell'università di Firenze diretto da U. Schiff, che si trovò presto a dirigere. Nel 1908 fu nominato professore di Chimica Generale presso l'Università di Cagliari, dove rimase per due anni. Nel 1910 passò alla cattedra di Chimica Farmaceutìca dell'università di Siena. Nel 1921 fu chiamato alla cattedra di Chimica Farmaceutica di Genova e due anni dopo subentrò alla cattedra di Chimica Generale dell'università di Bologna. Qui vi morì il 13 maggio del 1942.	Le sue memorie scientifiche sono state pubblicate da riviste quali la Gazzetta chimica italiana, Rendiconti dell'Accademia dei Lincei, Memorie dell'Accademia delle Scienze dell'Istituto di Bologna, Atti della Società italiana per il progresso delle scienze, Berichte der deutschen chemischen Gesellschaft.  	Fu nominato socio nazionale della Accademia dei Lincei e quindi socio aggregato alla Accademia d'Italia, membro dell'Accademia dei XI, e della Accademia delle Scienze di Torino. Betti fu inoltre presidente dell'Accademia delle Scienze dell'Istituto di Bologna e vicepresidente dell'Associazione italiana di chimica. Dal 20 ottobre 1939 divenne senatore.	"Annuario 1907-08; BETTI, Mario,di Enrico Cingolani, in Dizionario Biografico degli Italiani, Volume 9 (1967),
Istituto dell'Enciclopedia Italiana, Roma 1967. "		sì	no			sì	no	no	Laura Cogoni; Stella Barbarossa; Eleonora Todde	Eleonora Todde
376	SfameniPasquale	Sfameni			Pasquale			M	Spadafora				Medicina e Chirurgia		Ostetricia e Clinica ostetrica e ginecologica; Pediatria. 			Direttore della Scuola di Ostetricia dal 1908-09; preside della facoltà medica dal 19 febbr 1914 al 31 dicembre 1914		"socio dell'Istituto Umbro di Scienze, della Società Toscana di Ostetricia
e Ginecologia, della Società Italiana di Ostetricia e Ginecologia, della Società Toscana di Scienze naturali, della Società di Scienze Mediche e Naturali di Cagliari, della Società Italiana di Storia critica delle Scienze Mediche e Naturali; "	Annuario 1908-09		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
377	BiettiAmilcare	Bietti			Amilcare			M	Caravaggio				Medicina e Chirurgia		Oftalmoiatria e Clinica oculistica						Annuario 1908-09		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
378	CeniCarlo	Ceni			Carlo			M	Brignano d'Adda				Medicina e Chirurgia		Clinica delle malattie mentali e nervose			Clinica delle malattie mentali e nervose (ordinario); incaricato di Clinica medica e Patologia speciale medica; incaricatodi Medicina legale; preside della facoltà medica dal 1° gennaio 1915 al 15 ottobre 1918 e dal 1° gennaio 1922 al 31 ottobre 1928			Annuario 1908-09		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
379	GiannelliLuigi	Giannelli			Luigi			M	Casteldelpiano				Medicina e Chirurgia		Anatomia umana normale			Anatomia umana normale (incaricato); Anatomia topografica (incaricato)		professore ordinario di anatomia umana nella libera Università di Ferrara, socio corrispondente della Regia Accademia dei Fisiocritici di Siena, socio attivo dell'Accademia di Scienze mediche e naturali di Ferrara	Annuario 1908-09		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
380	MelisSchirruBenvenuto	Melis	Schirru		Benvenuto			M					Medicina e Chirurgia		Patologia speciale medica dimostrativa			libero docente di Patologia speciale medica dimostrativa (Decreto Regio di abilitazione 17 febbraio 1908)					sì	no			no	no	no	Laura Cogoni	Eleonora Todde
381	BoveroAlfonso	Bovero			Alfonso			M	Pecetto Torinese				Medicina e Chirurgia		Anatomia umana normale			Anatomia umana normale (incaricato); Anatomia topografica (incaricato)		libero docente di Anatomia umana nella Regia Università di Torino, professore ordinario di Anatomia, Fisiologia ed Igiene nella Regia Scuola normale di Educazione fisica in Torino, socio ordinario della Regia Accademia di Medicina di Torino	Annuario 1909-10		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
382	FilippiEdoardo	Filippi			Edoardo			M	Firenze				Medicina e Chirurgia		Materia medica e Farmacologia sperimentale					libero docente di Materia medica e Tossicologia nel Regio Istituto Superiore di Firenze	Annuario 1909-10		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
383	SerraAlberto	Serra			Alberto			M	Bosa				Medicina e Chirurgia		Patologia e Clinica dermosifilopatica			Nativo di Bosa, si trasferì in gioventù a Cagliari dove compì i suoi studi sino a quelli universitari. Laureatosi il 29 giugno 1899, già allievo interno della Clinica Dermosifilopatica sotto la guida del prof. Giuseppe Matta. Dopo la laurea fu nominato assistente della Clinica Dermosifilopatica, prima sotto la guida del professor Umberto Mantegazza e successivamente del professor Pio Colombini sino al 1909. Proprio con quest’ultimo scrisse il volume La lepra in Sardegna, pubblicato nel 1912, un testo fondamentale in cui si analizzavano le implicazioni di carattere clinico-diagnostico della incidenza della lebbra sulla popolazione isolana e le implicazioni sul piano della profilassi e delle terapie. Dal dicembre 1908 ottenne la libera docenza in Patologia e Clinica Dermosifilopatica, successivamente, sino al 1912, prestò servizio come aiuto della medesima clinica.Tra il 1923 e il 1925 diresse anche la Clinica dermosifilopatica di Sassari. Ottenuto l’ordinariato, divenne rettore dell’ateneo cagliaritano nel biennio 1931-32, in pieno periodo fascista; diresse la Clinica Dermatologica dell’Università di Cagliari fino all’anno accademico 1944-45, quando alla direzione gli successe il suo allievo Giuseppe Pinetti.  Morì a Cagliari nel 1955.	"studiò in particolare la diffusione della lebbra in Sardegna e scrisse importanti lavori che gli diedero
notorietà internazionale. Attuò una serie di ricerche che furono oggetto di un pregevole volume stampato dalla tipografia Dessì di Cagliari nel 1912, in collaborazione con il suo Maestro Pio Colombini, allora direttore della Clinica Dermatologica dell’Università di Cagliari, ed intitolato “La Lepra in Sardegna”. Tra i suoi scritti: L’e´tat actuel de la
le`pre en Sardaigne (con P. Colombini), «Lepra. Bibliotheca internationalis», X, 1909; La lepra in Sardegna, 1912; La lepra sarda fino al 1921, ‘‘Giornale Italiano delle malattie della pelle e veneree’’, LXIII, 1, 1922; Ricerche biologiche sull’infezione leprosa, ‘‘Patologica’’, 328, 1924; Progetto per la costruzione di un lebbrosario in Sardegna, 1925;Tentativi di vaccinoterapia della lepra in Sardegna, ‘‘Charitas Scientia’’, II, 3-4, 1925; La clinica dermosifilopatica di Cagliari, 1927; Frequenza e diffusione delle malattie cutanee nelle scuole e negli istituti di beneficenza di Cagliari, 1929."		Annuario 1908-09; voce Serra, Alberto, in La Grande Enciclopedia della Sardegna, vol. 8, p. 578.		sì	no			no	no	no	Laura Cogoni; Gianluca Scroccu; Eleonora Todde	Eleonora Todde
